Group Name,Year,Month,Date,Weekday,Time,Who,Chat Content,CharCount,Processed Content,Category,Subcategory,Token Count
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,22,Tuesday,5:30:45,captaincatho,想問你係報完路試先再上堂夾個考期定邊上堂邊報？,23,captaincatho: 想問你係報完路試先再上堂夾個考期定邊上堂邊報？,Uncategorized,Uncategorized,39
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,21,Monday,14:41:42,captaincatho,我連堂都未報😂,7,captaincatho: 我連堂都未報😂,Uncategorized,Uncategorized,16
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,21,Monday,14:29:31,latteju,合格而你又急住考路試嘅要盡快book，我前幾日睇已去到下年3月幾先有位考,36,latteju: 合格而你又急住考路試嘅要盡快book，我前幾日睇已去到下年3月幾先有位考,Uncategorized,Uncategorized,49
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,21,Monday,14:27:23,latteju,係，考完出返去等叫名拎成績，會寫你每part拎到幾分,26,latteju: 係，考完出返去等叫名拎成績，會寫你每part拎到幾分,Uncategorized,Uncategorized,38
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,21,Monday,10:55:26,captaincatho,係咪即刻知結果？,8,captaincatho: 係咪即刻知結果？,Uncategorized,Uncategorized,20
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,21,Monday,8:24:38,latteju,我係操晒佢有嘅再做埋佢mock test，原本最驚呢part但考嗰時呢part高分過MC，佢個mon幾大易睇好多唔使驚,59,latteju: 我係操晒佢有嘅再做埋佢mock test，原本最驚呢part但考嗰時呢part高分過MC，佢個mon幾大易睇好多唔使驚,Uncategorized,Uncategorized,69
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,19,Saturday,15:48:26,speakandmove,"我哋會員成功過到軍訓passing out 已經唔係咩新鮮事，但今次唔可以唔講，因為我哋終於出到第一位女兵！

琴日我哋其中一位admin 入咗Pirbright接放學， 就係為咗見證呢個歷史性一刻。其實本谷會員唔只得呢位師妹，只係佢最早成功入伍。

同日亦有幸見到而家已經非常忙碌、第一位成功參軍嘅「大師兄」，傾談起嚟都相當感概。由佢當年行好多冤枉路，到而家我哋已經好有系統咁由報名到測試到軍訓，都有哂準備同tips，呢三年幾嚟我哋真係發展咗好多。

由第一位成功參軍嘅BNO visa，到第一位BNO visa 女兵，我哋仲會唔會更多第一位？其實好快就有，但本住未成功就唔出聲嘅宗旨，就先容許我哋賣個關子。

祝香港人繼續武運亨隆！",318,"speakandmove: 我哋會員成功過到軍訓passing out 已經唔係咩新鮮事，但今次唔可以唔講，因為我哋終於出到第一位女兵！

琴日我哋其中一位admin 入咗Pirbright接放學， 就係為咗見證呢個歷史性一刻。其實本谷會員唔只得呢位師妹，只係佢最早成功入伍。

同日亦有幸見到而家已經非常忙碌、第一位成功參軍嘅「大師兄」，傾談起嚟都相當感概。由佢當年行好多冤枉路，到而家我哋已經好有系統咁由報名到測試到軍訓，都有哂準備同tips，呢三年幾嚟我哋真係發展咗好多。

由第一位成功參軍嘅BNO visa，到第一位BNO visa 女兵，我哋仲會唔會更多第一位？其實好快就有，但本住未成功就唔出聲嘅宗旨，就先容許我哋賣個關子。

祝香港人繼續武運亨隆！",Uncategorized,Uncategorized,417
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,19,Saturday,6:01:52,user38360,我見唐人街有幾間髮型屋 果幾間剪男仔頭掂唔掂?,23,user38360: 我見唐人街有幾間髮型屋 果幾間剪男仔頭掂唔掂?,Personal Care and Appearance,Finding Quality Hair Salons,41
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,18,Friday,23:31:17,HKIndependenxe,有朋友喺嗰度剪過，負評,11,HKIndependenxe: 有朋友喺嗰度剪過，負評,Personal Care and Appearance,Poor Quality Hair Salon Services,25
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,18,Friday,14:39:23,captaincatho,不過得3x題感覺唔夠練,11,captaincatho: 不過得3x題感覺唔夠練,Uncategorized,Uncategorized,24
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,18,Friday,14:38:53,captaincatho,我之前練情景題佢要我另外比錢，過幾日個app就無左件事,27,captaincatho: 我之前練情景題佢要我另外比錢，過幾日個app就無左件事,Uncategorized,Uncategorized,41
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,18,Friday,12:59:43,user48748,曼城市中附近識邊度有香港髮型師,15,user48748: 曼城市中附近識邊度有香港髮型師,Personal Care and Appearance,Locating Professional Hong Kong Hairstylists,28
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,18,Friday,11:08:58,latteju,我都係用4 in 1練，唔使另外俾錢啊，而且我係用電量練，去到考係用大電腦mon，會睇得清楚好多,48,latteju: 我都係用4 in 1練，唔使另外俾錢啊，而且我係用電量練，去到考係用大電腦mon，會睇得清楚好多,Uncategorized,Uncategorized,69
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,18,Friday,7:33:44,user17217,落地無耐 想識下朋友 周圍行下,15,user17217: 落地無耐 想識下朋友 周圍行下,Social and Cultural Adjustment,Building Community and Social Connections,27
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,17,Thursday,23:48:50,ahothehellyouno,組團去邊🤔🤔🤔,7,ahothehellyouno: 組團去邊🤔🤔🤔,Uncategorized,Uncategorized,24
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,17,Thursday,21:02:50,user43438,Hello 有冇男仔都係自己一個曼城呀？😀歡迎一齊組團,27,user43438: Hello 有冇男仔都係自己一個曼城呀？😀歡迎一齊組團,Social and Cultural Adjustment,Building Community and Social Connections,41
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,14,Monday,18:11:34,CCCCCMint,有冇人試過，伏唔伏,9,CCCCCMint: 有冇人試過，伏唔伏,Uncategorized,Uncategorized,20
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,14,Monday,14:40:34,captaincatho,有咩app可以練情境題，要考筆試，Theory 4 in 1 好似要另外收錢,38,captaincatho: 有咩app可以練情境題，要考筆試，Theory 4 in 1 好似要另外收錢,Education and Personal Development,Financial Barriers to Education and Training,47
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,12,Saturday,19:48:56,speakandmove,"軍訓究竟有幾辛苦？

隨住越嚟越多BNO手足成功參軍，可能大家都會聽過佢哋話Basic Training 好痛苦。可能有啲人會覺得自己操開體能，又或者俾‘basic’呢個字呃到，就覺得basic training 不外如是。最近我哋其中一位手足就收到佢野外訓練嗰時嘅珍貴片段，可以俾大家感受一吓軍訓實況。

片段所見就係野外訓練其中最痛苦嘅環節之一’Ambush’。當你日頭已經操到死，好難得可以捐入睡袋休息一兩個鐘嘅時候，往往就會遭遇敵人襲擊要捐出都未訓暖嘅睡袋去還火。當做得唔好嘅時候仲要2分鐘pack好哂所有嘢模擬戰敗撤退，孭住40公斤裝備喺野外跑幾公里搵新嘅據點。槍林彈雨之下就同真係上咗戰場冇咩分別。

喺咁高強度嘅訓練之下，好多人都會捱唔住放棄，軍訓嘅畢業率得60%左右。不過，暫時成功報名參軍嘅香港手足，畢業率暫時仲係100%",370,"speakandmove: 軍訓究竟有幾辛苦？

隨住越嚟越多BNO手足成功參軍，可能大家都會聽過佢哋話Basic Training 好痛苦。可能有啲人會覺得自己操開體能，又或者俾‘basic’呢個字呃到，就覺得basic training 不外如是。最近我哋其中一位手足就收到佢野外訓練嗰時嘅珍貴片段，可以俾大家感受一吓軍訓實況。

片段所見就係野外訓練其中最痛苦嘅環節之一’Ambush’。當你日頭已經操到死，好難得可以捐入睡袋休息一兩個鐘嘅時候，往往就會遭遇敵人襲擊要捐出都未訓暖嘅睡袋去還火。當做得唔好嘅時候仲要2分鐘pack好哂所有嘢模擬戰敗撤退，孭住40公斤裝備喺野外跑幾公里搵新嘅據點。槍林彈雨之下就同真係上咗戰場冇咩分別。

喺咁高強度嘅訓練之下，好多人都會捱唔住放棄，軍訓嘅畢業率得60%左右。不過，暫時成功報名參軍嘅香港手足，畢業率暫時仲係100%",Uncategorized,Uncategorized,512
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,12,Saturday,13:23:08,cyncye,請問一下有冇想夾租啊 。下個月尾開始 。,20,cyncye: 請問一下有冇想夾租啊 。下個月尾開始 。,Housing and Living Arrangements,Shared Housing and Roommate Dynamics,31
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,12,Saturday,10:03:49,captaincatho,bno visa 仲要移民律師？,16,captaincatho: bno visa 仲要移民律師？,Legal and Bureaucratic Challenges,Navigating Immigration and Residency Requirements,20
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,11,Friday,12:05:58,CCCCCMint,窮L冇用移民律師🙇🏻‍♂,12,CCCCCMint: 窮L冇用移民律師🙇🏻‍♂,Legal and Bureaucratic Challenges,Navigating Immigration and Residency Requirements,27
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,11,Friday,9:37:54,tthhooj,咁多位，請問曼城有冇移民律師，可以推介一下🙏🏻🙏🏻，唔該晒,29,tthhooj: 咁多位，請問曼城有冇移民律師，可以推介一下🙏🏻🙏🏻，唔該晒,Legal and Bureaucratic Challenges,Accessing Legal Aid or Advocacy Services,53
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,10,Thursday,21:36:14,Windanz,上山頂入石澳闊過大埔道,11,Windanz: 上山頂入石澳闊過大埔道,Uncategorized,Uncategorized,21
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,10,Thursday,14:33:50,hk1842,無呀，我呢啲「外來人口」唔識搵呢啲寶藏,19,hk1842: 無呀，我呢啲「外來人口」唔識搵呢啲寶藏,Uncategorized,Uncategorized,36
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,10,Thursday,13:46:39,user11330,住咗10年，咁你又有冇上過山入過廟？知道邊間小學係度上堂？,29,user11330: 住咗10年，咁你又有冇上過山入過廟？知道邊間小學係度上堂？,Uncategorized,Uncategorized,47
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,10,Thursday,10:45:02,hk1842,"一開始「感覺」係士美菲路落山，後來睇應該無錯，但同comment有人講一樣，街景完全唔同，同埋竟然無「不准駛入」嘅地方，卑路乍街（我估係，去到街尾估係寶翠園）竟然係雙向行車 。整體嚟講啲路太濶，香港啲路有咁濶揸車就容易好多啦 。
如果街景似多啲實景，感受應該好好多
（我住卑路乍街近十年，好想望吓間百佳，可惜失望了 😖）",160,"hk1842: 一開始「感覺」係士美菲路落山，後來睇應該無錯，但同comment有人講一樣，街景完全唔同，同埋竟然無「不准駛入」嘅地方，卑路乍街（我估係，去到街尾估係寶翠園）竟然係雙向行車 。整體嚟講啲路太濶，香港啲路有咁濶揸車就容易好多啦 。
如果街景似多啲實景，感受應該好好多
（我住卑路乍街近十年，好想望吓間百佳，可惜失望了 😖）",Uncategorized,Uncategorized,238
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,10,Thursday,10:33:31,hk1842,搵到中西區，睇下先,9,hk1842: 搵到中西區，睇下先,Uncategorized,Uncategorized,17
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,10,Thursday,10:32:44,hk1842,"我唔熟薄扶林，不過有啲位（例如右邊個球場，但對面有咁多高樓咩？唔通唔係我經過嗰度？）好似去過 。有一點係完全唔似香港，香港邊度可以咁泊咁多車喺路邊？仲話parking lane ，一早一叠牛肉乾啦🤣🤣
有冇西環堅尼地城或者中環、（舊）觀塘、將軍澳嗰啲？",126,"hk1842: 我唔熟薄扶林，不過有啲位（例如右邊個球場，但對面有咁多高樓咩？唔通唔係我經過嗰度？）好似去過 。有一點係完全唔似香港，香港邊度可以咁泊咁多車喺路邊？仲話parking lane ，一早一叠牛肉乾啦🤣🤣
有冇西環堅尼地城或者中環、（舊）觀塘、將軍澳嗰啲？",Uncategorized,Uncategorized,193
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,5,Saturday,9:34:43,HKIndependenxe,Hi，想問有冇it/cybersecurity嘅谷😄,26,HKIndependenxe: Hi，想問有冇it/cybersecurity嘅谷😄,Uncategorized,Uncategorized,25
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,4,Friday,22:12:03,burnwithus2019,你英國車牌應該都係跟香港牌,13,burnwithus2019: 你英國車牌應該都係跟香港牌,Uncategorized,Uncategorized,32
🇬🇧 齊向Manchester出發🇬🇧 香港人加油🇭🇰,2024,October,4,Friday,21:42:12,tthhooj,咁多位師兄打攪一下，請問你哋車保係咪填香港嘅牌齡，佢其中一個係問幾時有依個牌係咪可以照跟返香港？,48,tthhooj: 咁多位師兄打攪一下，請問你哋車保係咪填香港嘅牌齡，佢其中一個係問幾時有依個牌係咪可以照跟返香港？,Uncategorized,Uncategorized,87
BNO求職創業互助討論區,2024,October,28,Monday,13:33:32,user13257,💅伯明翰市中心美甲，可以提供上門服務，有興趣可以先私聊我啊謝謝🫶🏻💗,34,user13257: 💅伯明翰市中心美甲，可以提供上門服務，有興趣可以先私聊我啊謝謝🫶🏻💗,Personal Care and Appearance,Finding Quality Hair Salons,56
BNO求職創業互助討論區,2024,October,22,Tuesday,7:39:02,user99298,請問在申請settlement 等候結果期間， 如果BNO Visa 已過期那應該怎麼辦？要再續簽BNO Visa 嗎？,60,user99298: 請問在申請settlement 等候結果期間， 如果BNO Visa 已過期那應該怎麼辦？要再續簽BNO Visa 嗎？,Legal and Bureaucratic Challenges,Navigating Immigration and Residency Requirements,65
BNO求職創業互助討論區,2024,October,17,Thursday,20:59:41,tjvdk_ypoj,小心啲中餐店，支那人好撚閪,13,tjvdk_ypoj: 小心啲中餐店，支那人好撚閪,Uncategorized,Uncategorized,28
BNO求職創業互助討論區,2024,October,11,Friday,12:17:11,user35640,thanks a lot,12,user35640: thanks a lot,Uncategorized,Uncategorized,7
BNO求職創業互助討論區,2024,October,11,Friday,12:13:43,zfanman,hi 最後點呀？,8,zfanman: hi 最後點呀？,Uncategorized,Uncategorized,12
BNO求職創業互助討論區,2024,October,11,Friday,0:19:10,qqkiu,呢度有冇人有興趣學結他？,12,qqkiu: 呢度有冇人有興趣學結他？,Uncategorized,Uncategorized,23
BNO求職創業互助討論區,2024,October,10,Thursday,16:12:57,user45506,你好，我想加入餐飲業討論區，但link has expired，請問有無另一條link? thanks,51,user45506: 你好，我想加入餐飲業討論區，但link has expired，請問有無另一條link? thanks,Uncategorized,Uncategorized,48
BNO求職創業互助討論區,2024,October,7,Monday,15:53:03,user45506,Birmingham China town 一車位出租🌟價錢可商議❗️,35,user45506: Birmingham China town 一車位出租🌟價錢可商議❗️,Uncategorized,Uncategorized,30
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,25,Friday,0:49:37,ddc828,等到2046 97前都未有消息…,16,ddc828: 等到2046 97前都未有消息…,Uncategorized,Uncategorized,18
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,24,Thursday,11:29:00,britonshk,"曾發行紀錄片《理大圍城》、《地厚天高》的電影發行商影意志影院，今日在社交媒體宣布，影意志已於 2023 年經董事局一致通過，在香港正式解散。

影意志同時指，影意志將由前藝術總監崔允信以個人名義重新開始，而崔允信日前在個人社交媒體透露，他已移居台灣兩個月，並開始在當地工作。

影意志是本地電影發行商，曾發行《理大圍城》《地厚天高》等與社會運動有關私紀錄片，因而被《文匯》《大公》等喉告點名，之後被藝術發展局終止年度資助，位於石硤尾賽馬會創意藝術中心的工作室不獲續約。",234,"britonshk: 曾發行紀錄片《理大圍城》、《地厚天高》的電影發行商影意志影院，今日在社交媒體宣布，影意志已於 2023 年經董事局一致通過，在香港正式解散。

影意志同時指，影意志將由前藝術總監崔允信以個人名義重新開始，而崔允信日前在個人社交媒體透露，他已移居台灣兩個月，並開始在當地工作。

影意志是本地電影發行商，曾發行《理大圍城》《地厚天高》等與社會運動有關私紀錄片，因而被《文匯》《大公》等喉告點名，之後被藝術發展局終止年度資助，位於石硤尾賽馬會創意藝術中心的工作室不獲續約。",Uncategorized,Uncategorized,322
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,21,Monday,20:14:06,Windanz,根本無乜，佢有就公佈下數字,13,Windanz: 根本無乜，佢有就公佈下數字,Uncategorized,Uncategorized,21
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,21,Monday,19:40:17,shawnyip,如果有心引阿拉伯人旅遊，當年咩人向清真寺射藍色水炮先，叫佢哋老細一死以謝天下啦,39,shawnyip: 如果有心引阿拉伯人旅遊，當年咩人向清真寺射藍色水炮先，叫佢哋老細一死以謝天下啦,Uncategorized,Uncategorized,63
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,19,Saturday,8:20:58,user82775,咁樣講即係冇改變BNO要跟國際生支付大學學費,22,user82775: 咁樣講即係冇改變BNO要跟國際生支付大學學費,Education and Personal Development,Financial Barriers to Education and Training,39
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,18,Friday,22:39:11,user94385,Hong Kong Watch indeed,22,user94385: Hong Kong Watch indeed,Uncategorized,Uncategorized,8
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,17,Thursday,18:58:38,user31671,交國際生學費真是沒能力負擔,13,user31671: 交國際生學費真是沒能力負擔,Education and Personal Development,Financial Barriers to Education and Training,26
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,12,Saturday,14:21:20,user51551,工黨做得好差、又貪污、不停加薪俾火車司機、忘記低層人工市民、物價高企、電力又取消津貼、香港人D仔女升大學又要支付海外收生費,61,user51551: 工黨做得好差、又貪污、不停加薪俾火車司機、忘記低層人工市民、物價高企、電力又取消津貼、香港人D仔女升大學又要支付海外收生費,Uncategorized,Uncategorized,92
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,9,Wednesday,15:56:50,user68533,支持國際制裁香港國安法所有法官,15,user68533: 支持國際制裁香港國安法所有法官,Uncategorized,Uncategorized,26
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,3,Thursday,11:28:53,britonshk,"美國中央情報局 CIA，星期三在 IG、FB、LinkedIn、TG 和 Twitter 等平台發片，分別有中文、韓語、和波斯語版本，招募中國、北韓和伊朗線人，介紹如何在公開網站和暗網安全聯繫 CIA 的方法，又指 CIA 收到報料後可能需時處理，因安全考慮不一定會回覆。

外電引述中情局副局長 David Cohen 指，在中國有大量有權接觸資訊而很對習政權不滿的人，這些內部知情人士因為不同理由，不同意習近平帶領中國的走向，而且明白和中情局合作是幫助中國的其中一個方法。

CIA 2022 年亦曾用俄語發片，在網上招募俄羅斯線，CIA 發言人指這做法在俄羅斯取得成功，希望在其他活在獨裁政權的人都知道如何聯絡他們。

中國駐美大使館發言人劉鵬宇，批評美國對中國發動有組織有系統的假訊息運動，強調企圖離間和削弱中國人民與共產黨註定會失敗。",372,"britonshk: 美國中央情報局 CIA，星期三在 IG、FB、LinkedIn、TG 和 Twitter 等平台發片，分別有中文、韓語、和波斯語版本，招募中國、北韓和伊朗線人，介紹如何在公開網站和暗網安全聯繫 CIA 的方法，又指 CIA 收到報料後可能需時處理，因安全考慮不一定會回覆。

外電引述中情局副局長 David Cohen 指，在中國有大量有權接觸資訊而很對習政權不滿的人，這些內部知情人士因為不同理由，不同意習近平帶領中國的走向，而且明白和中情局合作是幫助中國的其中一個方法。

CIA 2022 年亦曾用俄語發片，在網上招募俄羅斯線，CIA 發言人指這做法在俄羅斯取得成功，希望在其他活在獨裁政權的人都知道如何聯絡他們。

中國駐美大使館發言人劉鵬宇，批評美國對中國發動有組織有系統的假訊息運動，強調企圖離間和削弱中國人民與共產黨註定會失敗。",Uncategorized,Uncategorized,451
英國戰線 🇬🇧 Britons in Hong Kong/UK (頻道留言用),2024,October,3,Thursday,7:31:29,slient_lion,有無唔係fuckbook既link呀? 無用fuckbook好耐啦,33,slient_lion: 有無唔係fuckbook既link呀? 無用fuckbook好耐啦,Uncategorized,Uncategorized,31
曼城好東西,2024,November,1,Friday,12:11:58,McMcshop,上youtube講嘢斯文，落youtube爛仔，句句話都有男/女性器官及成人動作助興，個黑眼圈好似吸左好多好嘢上腦😂😂😂,60,McMcshop: 上youtube講嘢斯文，落youtube爛仔，句句話都有男/女性器官及成人動作助興，個黑眼圈好似吸左好多好嘢上腦😂😂😂,Uncategorized,Uncategorized,77
曼城好東西,2024,November,1,Friday,12:08:48,SnowmanKen119,著西裝打呔講嘢斯斯文文嘅爛仔先得人驚🤣,19,SnowmanKen119: 著西裝打呔講嘢斯斯文文嘅爛仔先得人驚🤣,Uncategorized,Uncategorized,41
曼城好東西,2024,November,1,Friday,12:05:36,kkkkkk45695,有紋身同爛口都唔一定係爛仔黎嘅🥺,16,kkkkkk45695: 有紋身同爛口都唔一定係爛仔黎嘅🥺,Uncategorized,Uncategorized,34
曼城好東西,2024,November,1,Friday,9:14:43,whoami_whoknows,講粗口又唔一定係爛仔😂,11,whoami_whoknows: 講粗口又唔一定係爛仔😂,Uncategorized,Uncategorized,27
曼城好東西,2024,October,30,Wednesday,11:37:18,McMcshop,今早去曼城食早餐，面包店，見到果個「磚家」測量屍文文，十句野，九句粗口，旁邊全店香港人，有大有細，youtube以為他斯文人，原來.....爛仔香港人幫香港人,79,McMcshop: 今早去曼城食早餐，面包店，見到果個「磚家」測量屍文文，十句野，九句粗口，旁邊全店香港人，有大有細，youtube以為他斯文人，原來.....爛仔香港人幫香港人,Uncategorized,Uncategorized,106
曼城好東西,2024,October,30,Wednesday,10:16:36,user59445,請問一下你哋有冇買貨車（6人）好似香港Hiace嘅經驗？,28,user59445: 請問一下你哋有冇買貨車（6人）好似香港Hiace嘅經驗？,Uncategorized,Uncategorized,45
曼城好東西,2024,October,30,Wednesday,10:12:05,kkkkkk45695,巴士又準備加價🥲,8,kkkkkk45695: 巴士又準備加價🥲,Transportation and Mobility,Cost and Accessibility of Transportation,23
