Group Name,Year,Month,Date,Weekday,Time,Who,Chat Content,CharCount,Processed Content
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,25,Friday,7:26:35,Xijianpin,To be honest 我地受害者既身份所以先有特權姐,28,Xijianpin: To be honest 我地受害者既身份所以先有特權姐
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,25,Friday,7:25:35,Xijianpin,所以其實waive 英文試+life with Mr Bean 相對係好啲既😂,39,Xijianpin: 所以其實waive 英文試+life with Mr Bean 相對係好啲既😂
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,25,Friday,2:32:23,hktoroctw,"Realme AI手機發表會

https://www.facebook.com/share/v/q8GrG44LYzDGKyeK/",66,"hktoroctw: Realme AI手機發表會

https |//www.facebook.com/share/v/q8GrG44LYzDGKyeK/"
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,25,Friday,1:04:44,Windanz,"Enormous fire rips through US military base in South Korea
https://www.dailymail.co.uk/news/article-13997841/amp/enormous-fire-military-base-south-korea.html",157,"Windanz: Enormous fire rips through US military base in South Korea
https |//www.dailymail.co.uk/news/article-13997841/amp/enormous-fire-military-base-south-korea.html"
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,25,Friday,1:01:29,Windanz,聽落好似簡單，但事實上係响入籍法上僭建。做咗呢樣似向前但實際有啲封死其他方案，仲由受害者變成有特權。,50,Windanz: 聽落好似簡單，但事實上係响入籍法上僭建。做咗呢樣似向前但實際有啲封死其他方案，仲由受害者變成有特權。
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,25,Friday,0:59:37,Windanz,我哋有諗但無提。,8,Windanz: 我哋有諗但無提。
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,25,Friday,0:07:36,Ar_Drew,精準？ 獅子撲兔咗一年多....,16,Ar_Drew: 精準？ 獅子撲兔咗一年多....
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,25,Friday,0:06:41,Ar_Drew,"以軍被指攻擊加沙學校　至少17死逾40傷
https://share.881903.com?article_id=2553261&article_column_id=12&fallbackurl=/news/international/2553261",125,"Ar_Drew: 以軍被指攻擊加沙學校　至少17死逾40傷
https |//share.881903.com?article_id=2553261&article_column_id=12&fallbackurl=/news/international/2553261"
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,25,Friday,0:05:55,,請問星期六曼徹斯特是否有支持烏克蘭遊行 (好似每月最後一個星期六都會遊行),37,nan: 請問星期六曼徹斯特是否有支持烏克蘭遊行 (好似每月最後一個星期六都會遊行)
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,25,Friday,0:05:40,,請問星期六曼徹斯特是否有支持烏克蘭遊行 (好似每月最後一個星期六都會遊行),37,nan: 請問星期六曼徹斯特是否有支持烏克蘭遊行 (好似每月最後一個星期六都會遊行)
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,25,Friday,0:00:33,Xijianpin,"不如再講白啲bno holder 只要係住夠5 年+交齊稅就無條件地比永居/reg 個 其實好make sense 

不過工党wo haha 我都係發下夢算",79,"Xijianpin: 不如再講白啲bno holder 只要係住夠5 年+交齊稅就無條件地比永居/reg 個 其實好make sense 

不過工党wo haha 我都係發下夢算"
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,23:56:39,Xijianpin,i guess so,10,Xijianpin: i guess so
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,22:05:46,KotoriBaby,lack of maintenance,19,KotoriBaby: lack of maintenance
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,20:58:11,GetALifeLa,睇到Finnair 飛泰國平,14,GetALifeLa: 睇到Finnair 飛泰國平
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,20:56:08,Windanz,都算係咁，可惜行到太陽照唔到先見到呢條大道,21,Windanz: 都算係咁，可惜行到太陽照唔到先見到呢條大道
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,20:46:02,I_Love_Salad,已經有藍天，算好好,9,I_Love_Salad: 已經有藍天，算好好
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,20:22:53,charlesyeungg,邊個咁陰公呀fanman,12,charlesyeungg: 邊個咁陰公呀fanman
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,20:21:17,,佢哋嘅分化統戰係俾任何一個共產政權都厲害，可能夾左中式厚黑權術，手段唔係香港同西方社會講個種公平公義想像到，亦唔會有咩手段佢哋唔敢用嘅，睇返毛係國共內戰至奪得政權嘅手法先可以有個大概,91,nan: 佢哋嘅分化統戰係俾任何一個共產政權都厲害，可能夾左中式厚黑權術，手段唔係香港同西方社會講個種公平公義想像到，亦唔會有咩手段佢哋唔敢用嘅，睇返毛係國共內戰至奪得政權嘅手法先可以有個大概
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,20:16:39,Windanz,如果太陽好啲會好啲,9,Windanz: 如果太陽好啲會好啲
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,20:16:21,Windanz,係牙,2,Windanz: 係牙
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:57:07,I_Love_Salad,"依到講食🤤
讀啲冇人想讀嘅嘢",14,"I_Love_Salad: 依到講食🤤
讀啲冇人想讀嘅嘢"
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:54:44,synnoveescape,總有人會揾食，自high 呢啲野咪KOL 耍家嘢。做自己應該做,31,synnoveescape: 總有人會揾食，自high 呢啲野咪KOL 耍家嘢。做自己應該做
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:53:38,fjhwkdbrjhwkfnkskw,元素表,3,fjhwkdbrjhwkfnkskw: 元素表
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:53:14,,對住咁多敵人/政權 未有能力仲繼續增加 但係要留意有人混水摸魚座大 但都唔係我哋小人物要關心住,47,nan: 對住咁多敵人/政權 未有能力仲繼續增加 但係要留意有人混水摸魚座大 但都唔係我哋小人物要關心住
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:53:01,AlpacaAlpaca,你讀緊咩?,5,AlpacaAlpaca: 你讀緊咩?
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:48:21,synnoveescape,+1 我查都懶得查，名都未聽過,15,synnoveescape: +1 我查都懶得查，名都未聽過
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:47:44,,係囉 根本唔知你講邊個 我走去 search,22,nan: 係囉 根本唔知你講邊個 我走去 search
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:47:12,,我哋抗爭成功一定大把freerider 唔通搞禍佢哋咩😂,28,nan: 我哋抗爭成功一定大把freerider 唔通搞禍佢哋咩😂
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:47:03,I_Love_Salad,因為嚴重，所以叫快！我都想去公園耍龍虎武獅同有啖好食,26,I_Love_Salad: 因為嚴重，所以叫快！我都想去公園耍龍虎武獅同有啖好食
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:44:49,,叻喎 你真係算快 希望醫到有進展 到時食餐好,22,nan: 叻喎 你真係算快 希望醫到有進展 到時食餐好
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:43:41,,禁止Freerider做唔到丫 Ching,21,nan: 禁止Freerider做唔到丫 Ching
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:40:54,siufullmoon,你都有道理,5,siufullmoon: 你都有道理
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:40:16,synnoveescape,由佢哋die down la,14,synnoveescape: 由佢哋die down la
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:39:48,synnoveescape,你傳開咪加大佢佢影響力，本來得十幾人知，而家響到周圍都係，你幫佢宣傳咩,35,synnoveescape: 你傳開咪加大佢佢影響力，本來得十幾人知，而家響到周圍都係，你幫佢宣傳咩
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:39:13,I_Love_Salad,好靚呀👍🏻👍🏻,7,I_Love_Salad: 好靚呀👍🏻👍🏻
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:38:39,I_Love_Salad,我讀果啲搵唔到「食」，要讀到好專，但揸貨車會高人工果依啲所謂「專」位😅，因為依依到係英國,44,I_Love_Salad: 我讀果啲搵唔到「食」，要讀到好專，但揸貨車會高人工果依啲所謂「專」位😅，因為依依到係英國
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:36:52,siufullmoon,根本無可能靠佢地十零友做到啲乜 到時光復左 我肯定吹蕭域即刻做free rider,41,siufullmoon: 根本無可能靠佢地十零友做到啲乜 到時光復左 我肯定吹蕭域即刻做free rider
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:35:54,siufullmoon,但佢個圈子好細 好難傳開 佢地而家先得十零友,22,siufullmoon: 但佢個圈子好細 好難傳開 佢地而家先得十零友
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:35:15,,如咁你咁樣形容 相處多一陣都會知乜事 圍內好快都傳開,26,nan: 如咁你咁樣形容 相處多一陣都會知乜事 圍內好快都傳開
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:34:04,synnoveescape,最好唔好，唔好將其他谷搬過嚟，麻煩晒,18,synnoveescape: 最好唔好，唔好將其他谷搬過嚟，麻煩晒
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:33:50,siufullmoon,其實可能俾你講中 條友已經屌緊唔埋佢堆既BNO參軍前海關人員,30,siufullmoon: 其實可能俾你講中 條友已經屌緊唔埋佢堆既BNO參軍前海關人員
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:33:20,,太圈內 完全唔知你講果堆名詞,14,nan: 太圈內 完全唔知你講果堆名詞
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:33:12,siufullmoon,就係等緊俄烏戰完結有港人出番嚟,15,siufullmoon: 就係等緊俄烏戰完結有港人出番嚟
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:33:10,AlpacaAlpaca,進修都好嘅.. 英文好D 、學多一兩個技能始終係好事,26,AlpacaAlpaca: 進修都好嘅.. 英文好D 、學多一兩個技能始終係好事
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:32:39,siufullmoon,呢度唔俾講圈內野?,9,siufullmoon: 呢度唔俾講圈內野?
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:32:37,,咁唔洗你講都遲早柒,9,nan: 咁唔洗你講都遲早柒
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:32:13,,你講到圈內嘢 你應該返乜登果啲,15,nan: 你講到圈內嘢 你應該返乜登果啲
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:32:09,siufullmoon,我無當佢大佬 有一班盲粉吹捧緊佢 佢亦好享受周圍出風頭,27,siufullmoon: 我無當佢大佬 有一班盲粉吹捧緊佢 佢亦好享受周圍出風頭
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:31:28,,呢啲唔知係乜,6,nan: 呢啲唔知係乜
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:31:13,,依家人人都可以開page 做youtuber 睇開啲！你當佢大佬遮 無乜人識佢,39,nan: 依家人人都可以開page 做youtuber 睇開啲！你當佢大佬遮 無乜人識佢
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:30:55,I_Love_Salad,"工都返唔到，真係無得食
依家讀緊書",17,"I_Love_Salad: 工都返唔到，真係無得食
依家讀緊書"
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:30:48,siufullmoon,佢所屬西環趕膠所有成班狗針甚至最近李永財入埋建制,24,siufullmoon: 佢所屬西環趕膠所有成班狗針甚至最近李永財入埋建制
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:29:53,siufullmoon,唔係做得唔夠 而係只係打份工就喺度扮大佬,20,siufullmoon: 唔係做得唔夠 而係只係打份工就喺度扮大佬
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:29:50,,但都唔係對家喎 頂多虛偽？,13,nan: 但都唔係對家喎 頂多虛偽？
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:29:17,I_Love_Salad,"聽啲英國人講，最少要排兩年！排到無啖好食
我排咗10個幾月，叫快😭",33,"I_Love_Salad: 聽啲英國人講，最少要排兩年！排到無啖好食
我排咗10個幾月，叫快😭"
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:28:59,siufullmoon,佢成日講佢阿爺係國民黨 又成日將軍中schedule喺Facebook公佈 接受大紀元訪問講中大電郵探監 全部都係政治立場但就唔敢唱榮光奏榮光 條線根本任佢畫,79,siufullmoon: 佢成日講佢阿爺係國民黨 又成日將軍中schedule喺Facebook公佈 接受大紀元訪問講中大電郵探監 全部都係政治立場但就唔敢唱榮光奏榮光 條線根本任佢畫
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:27:44,,佢哋安排到就好 只要入咗程序 之後就易跟,20,nan: 佢哋安排到就好 只要入咗程序 之後就易跟
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:27:36,I_Love_Salad,"如果食止痛藥ok, GP唔洗開鴉片成份止痛藥俾我「食」
有講食嘢㗎我",34,"I_Love_Salad: 如果食止痛藥ok, GP唔洗開鴉片成份止痛藥俾我「食」
有講食嘢㗎我"
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:27:05,siufullmoon,佢用佢credit包庇佢旗下所屬西環趕膠所班社混垃圾,26,siufullmoon: 佢用佢credit包庇佢旗下所屬西環趕膠所班社混垃圾
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:26:44,Chris_UK2023,Regent’s Park?,14,Chris_UK2023: Regent’s Park?
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:26:03,Chris_UK2023,"港人流行北上消費，林永和表示，近一、兩星期，因腸胃炎、腹瀉來求診的病人明顯上升。
TVB news",49,"Chris_UK2023: 港人流行北上消費，林永和表示，近一、兩星期，因腸胃炎、腹瀉來求診的病人明顯上升。
TVB news"
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:26:00,I_Love_Salad,加鴉片？吹大煙？,8,I_Love_Salad: 加鴉片？吹大煙？
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:22:19,,炒飯時加少少😂,7,nan: 炒飯時加少少😂
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:21:43,,但係呢啲嘢係飲食主題到講 人哋以為我哋濫藥,21,nan: 但係呢啲嘢係飲食主題到講 人哋以為我哋濫藥
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:21:10,AlpacaAlpaca,希望你快D好番.. 或者可以揾到一D可以坐喺度做嘅文職工作...,32,AlpacaAlpaca: 希望你快D好番.. 或者可以揾到一D可以坐喺度做嘅文職工作...
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:20:53,,香港班弱智做哂官 佢哋依家興人人都係專家 最勁佢哋唔尷尬,28,nan: 香港班弱智做哂官 佢哋依家興人人都係專家 最勁佢哋唔尷尬
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:20:21,AlpacaAlpaca,止痛藥幚唔幚倒?,8,AlpacaAlpaca: 止痛藥幚唔幚倒?
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:16:59,I_Love_Salad,"依到講食！
GP 開咗有鴉片成份止痛藥俾我食！
昨日收到NHS 信，醫院Musculoskeletal終於排到我下個月睇

我有講食嘅嘢「鴉片」",72,"I_Love_Salad: 依到講食！
GP 開咗有鴉片成份止痛藥俾我食！
昨日收到NHS 信，醫院Musculoskeletal終於排到我下個月睇

我有講食嘅嘢「鴉片」"
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:14:06,AlpacaAlpaca,物理治療、止痛藥呢D有無幚助? 定要開刀做手術先斷倒尾?,28,AlpacaAlpaca: 物理治療、止痛藥呢D有無幚助? 定要開刀做手術先斷倒尾?
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,19:11:58,I_Love_Salad,"我都香港人講就聲大大，未食過睇樣就話伏話難食，講完又唔洗負責任
好似我椎間盤突出，我都唔知點解到依家仲未好返，有人話佢屋企隔離個c9,有椎間盤突出可以係公園要龍虎武獅，問我點解仲未好？
咁我衷心希望佢都試次椎間盤突出，試吓有幾痛、試吓幾耐先好返！",123,"I_Love_Salad: 我都香港人講就聲大大，未食過睇樣就話伏話難食，講完又唔洗負責任
好似我椎間盤突出，我都唔知點解到依家仲未好返，有人話佢屋企隔離個c9,有椎間盤突出可以係公園要龍虎武獅，問我點解仲未好？
咁我衷心希望佢都試次椎間盤突出，試吓有幾痛、試吓幾耐先好返！"
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,18:57:54,I_Love_Salad,"人人好味唔同，如果難食都要自己試過先話伏！
我就試過Sainsbury嘅細包通粉，我就可以講難食可以講伏",52,"I_Love_Salad: 人人好味唔同，如果難食都要自己試過先話伏！
我就試過Sainsbury嘅細包通粉，我就可以講難食可以講伏"
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,18:48:42,,係咪又係啲寫中文字嘅人反對多？😂,16,nan: 係咪又係啲寫中文字嘅人反對多？😂
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,18:47:01,,其實過去一百年改革變天 有邊個呢啲國家最後唔係變質 然後慘劇連連？,33,nan: 其實過去一百年改革變天 有邊個呢啲國家最後唔係變質 然後慘劇連連？
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,18:46:02,,太理想揀社會主義 過去一百二十年佢哋死得人多,22,nan: 太理想揀社會主義 過去一百二十年佢哋死得人多
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,18:45:22,,佢哋唔理國家未來 就係俄國人成個世紀嘅不幸,21,nan: 佢哋唔理國家未來 就係俄國人成個世紀嘅不幸
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,18:44:44,fjhwkdbrjhwkfnkskw,精準武器，唔係先進飛彈,11,fjhwkdbrjhwkfnkskw: 精準武器，唔係先進飛彈
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,18:41:43,AlpacaAlpaca,真... 人人口味唔同好難講嘅...,18,AlpacaAlpaca: 真... 人人口味唔同好難講嘅...
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,18:38:51,Windanz,香港人最叻最大聲就講啲嘢好唔好食，口腔期未完。講其他嘢大大聲嘅人好多都無乜理論基礎，講飲食夠主觀，無得話佢錯。會錯嘅嘢就唔夠膽大聲講☺️,68,Windanz: 香港人最叻最大聲就講啲嘢好唔好食，口腔期未完。講其他嘢大大聲嘅人好多都無乜理論基礎，講飲食夠主觀，無得話佢錯。會錯嘅嘢就唔夠膽大聲講☺️
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,18:34:29,,佢有更重要嘢做 吹唔吹榮光如果有機會違反軍紀 值得嘛？ 咁辛苦入去唔係為咗吹首歌嘛？,42,nan: 佢有更重要嘢做 吹唔吹榮光如果有機會違反軍紀 值得嘛？ 咁辛苦入去唔係為咗吹首歌嘛？
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,18:32:39,,"退後兩步睇 你意思係佢做得唔夠 同寸咀？
我諗都唔會揀bno參軍嘅人鬧
大把人無恥得好緊要 就算你講嘅嘢係真 佢都只係討厭 唔係乜嘢大奸大惡 同我地關係唔大",78,"nan: 退後兩步睇 你意思係佢做得唔夠 同寸咀？
我諗都唔會揀bno參軍嘅人鬧
大把人無恥得好緊要 就算你講嘅嘢係真 佢都只係討厭 唔係乜嘢大奸大惡 同我地關係唔大"
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,18:31:45,I_Love_Salad,聽聞佢係Bristol 開餐廳，對佢有咩意見，可去踩場,27,I_Love_Salad: 聽聞佢係Bristol 開餐廳，對佢有咩意見，可去踩場
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,18:03:43,Windanz,以前赤柱,4,Windanz: 以前赤柱
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,18:03:22,Windanz,以前LKF,5,Windanz: 以前LKF
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,18:01:50,siufullmoon,提供資訊都唔俾洗咩版,10,siufullmoon: 提供資訊都唔俾洗咩版
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,18:01:40,Windanz,"[熱狗 (英國建築師)](tg://user?id=912385189) 
英國方面知唔知佢哋戶外餐檯係點嘅政策",56,"Windanz: [熱狗 (英國建築師)](tg |//user?id=912385189) 
英國方面知唔知佢哋戶外餐檯係點嘅政策"
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,18:01:17,siufullmoon,係得吹蕭域一個咁鳩屎,10,siufullmoon: 係得吹蕭域一個咁鳩屎
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,17:56:20,I_Love_Salad,"人人口味唔同、做法唔同、喜愛唔同、人人接受果人講嘢聲音都唔同
一間又衝出嚟批鬥「有人」唔like 條友講嘢把聲咁😎",57,"I_Love_Salad: 人人口味唔同、做法唔同、喜愛唔同、人人接受果人講嘢聲音都唔同
一間又衝出嚟批鬥「有人」唔like 條友講嘢把聲咁😎"
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,17:48:24,Chris_UK2023,照 quote bbc headline，有事搵bbc好了，謝謝,32,Chris_UK2023: 照 quote bbc headline，有事搵bbc好了，謝謝
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,17:17:08,charlesyeungg,agger,5,charlesyeungg: agger
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,17:10:03,Xijianpin,師兄慳番膽氣暖肚😂天氣凍,12,Xijianpin: 師兄慳番膽氣暖肚😂天氣凍
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,17:09:12,Xijianpin,@Windanz 麻煩晒你啦 又要block 人🥲🙏🏻,27,Xijianpin: @Windanz 麻煩晒你啦 又要block 人🥲🙏🏻
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,17:09:09,charlesyeungg,你同吹簫有私怨就自己搞掂佢 現實見真章,19,charlesyeungg: 你同吹簫有私怨就自己搞掂佢 現實見真章
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,17:08:35,charlesyeungg,入左步兵同傘兵部隊個d你又唔夠膽講呀😈,19,charlesyeungg: 入左步兵同傘兵部隊個d你又唔夠膽講呀😈
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,17:08:08,charlesyeungg,喔 咁你係針對吹簫定所有參軍BNO香港人先,21,charlesyeungg: 喔 咁你係針對吹簫定所有參軍BNO香港人先
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,17:07:21,charlesyeungg,唔意外,3,charlesyeungg: 唔意外
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,17:07:18,charlesyeungg,fanman分身係咁,10,charlesyeungg: fanman分身係咁
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,16:57:01,,其實咁係咪洗版,7,nan: 其實咁係咪洗版
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,16:52:44,siufullmoon,其實重有大量資料但唔可以再forward,20,siufullmoon: 其實重有大量資料但唔可以再forward
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,16:50:40,siufullmoon,吹簫域話要武裝對抗共產黨，人哋做嘅嘢就真係對抗緊中共而且保護緊台灣嘅獨立,36,siufullmoon: 吹簫域話要武裝對抗共產黨，人哋做嘅嘢就真係對抗緊中共而且保護緊台灣嘅獨立
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,16:50:39,siufullmoon,吹簫域只係光復緊佢嗰支牧童笛,14,siufullmoon: 吹簫域只係光復緊佢嗰支牧童笛
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,16:50:38,siufullmoon,同吹簫域好大分別,8,siufullmoon: 同吹簫域好大分別
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,16:50:38,siufullmoon,@zfanman 聽完你最新嘅錄音個人認為可能漏咗一個重要嘅point，就係人哋身為駐日美軍可以話係保障緊東亞秩序，防止支那侵台，即係企喺支那嘅最前線，唔係光復香港，係光復東亞,88,siufullmoon: @zfanman 聽完你最新嘅錄音個人認為可能漏咗一個重要嘅point，就係人哋身為駐日美軍可以話係保障緊東亞秩序，防止支那侵台，即係企喺支那嘅最前線，唔係光復香港，係光復東亞
英國戰線 公海 2.0 🇬🇧 By Britons in Hong Kong/UK,2024,October,24,Thursday,16:49:35,siufullmoon,到時佢又會話家人乜乜乜,11,siufullmoon: 到時佢又會話家人乜乜乜
