Who,Chat Content,Label
britonshk,"【當年今日｜反修例回顧】2019年10月29日：黃之鋒遭DQ參選資格
https://bit.ly/3YDQPdb",0
britonshk,"【解構雙重國籍】政府立場及香港人面臨的風險 - 鄺頌晴

授權轉載文章節錄：

上文提到，過去十年來，許多有中國血統的人和香港人因雙重國籍問題遭到拒絕領事保護，這些案例可以分為四類：

雙重國籍人士：中國或香港特區政府仍將這些人視為中國公民，拒絕承認其外國國籍。例如，澳大利亞與中國雙重國籍的成蕾，儘管已取得外國國籍，理應自動喪失中國國籍，但中國政府仍然拒絕她的領事探視權。

申請放棄中國國籍的人士：即使根據法律，取得外國國籍後應自動喪失中國國籍，但放棄中國國籍的申請仍需經過審批，並可能因政治原因被拒。例如，擁有澳洲與香港雙重國籍的吳政亨，申請放棄中國國籍因政治因素未獲批，澳洲官員多次被拒領事探視。

已成功放棄中國國籍，但中國或香港特區政府未經同意恢復其中國國籍的人士：例如，桂敏海（瑞典）和李波（英國），他們已經取得外國國籍，但中國政府未經同意強行恢復他們的中國國籍，並拒絕他們的領事保護。

從未擁有中國國籍，但有中國居留權或中國血統的人士：例如黎智英和 “十二人” 中的郭子倫，他們持有外國國籍，並未持有中國護照，但仍被中國視為中國公民，進而拒絕其領事保護。

第一類：雙重國籍人士
加拿大外交部曾在2021年表示，香港已拒絕其領事館為擁有加拿大國籍的雙重國籍人士提供援助。加拿大在2021年1月18日收到第一份通知，一名在香港的加拿大雙重國籍囚犯被要求申報國籍，該公民被迫在他們的兩個國籍之間做出選擇放棄其中一個國籍。雖然報道並未提及該公民的選擇，但 加拿大外交部發言人Christelle Chartrand表示，渥太華已向香港政府表達關注，希望接受領事服務的加拿大人應隨時向當局表明自己是加拿大人。

而當時香港政府保安局發言人表示，「除非香港居民已向香港入境事務處提出申請，並獲准申報更改國籍，否則他仍是中國公民」。發言人引述《維也納領事關係公約》和中國與其他國家的雙邊協定，表示領事官員有權拜訪被市懲教署羈押的各自國家的國民，但無權拜訪任何被拘留的中國國民。

據路透社報道， 五位外交官表示，自二十多年前香港回歸中國統治以來，雙重國籍人士的領事探訪權基本上都是由當地政府批准的。其中兩位外交官表示，自2021年起，包括一些已在監獄服刑多年的人在內，這種探視權已被終止，有數十名囚犯受到影響......

[全文於棱角網站免費閱讀](https://points-media.com/%e9%a6%99%e6%b8%af/%e3%80%90%e8%a7%a3%e6%a7%8b%e9%9b%99%e9%87%8d%e5%9c%8b%e7%b1%8d%e3%80%91%e6%94%bf%e5%ba%9c%e7%ab%8b%e5%a0%b4%e5%8f%8a%e9%a6%99%e6%b8%af%e4%ba%ba%e9%9d%a2%e8%87%a8%e7%9a%84%e9%a2%a8%e9%9a%aa/)
#香港 #HongKong #棱角 #ThePointsGlobal #鄺頌晴 #解構雙重國籍",0
Cheuklai721,https://www.youtube.com/live/FA4LJLF4CLE?si=hKk9xQt5dtB63LUy,0
britonshk,"【反送中五週年．舊地重遊】
【抹不掉的歷史記憶 - 金鐘】

歷史記憶（Historical Memory）是指社會或個人對過去的事件、人物或時代的集體記憶和理解，是一個社會的共同記憶。歷史記憶往往與情感密切相關，不僅是知識的傳遞，還包括情感的傳承。

五年前一幕幕抗爭畫面，遍佈港九新界大街小巷；五年後的今天，抗爭痕跡已被沖洗，但人們的記憶卻永遠不會被磨滅。

本台製作了「舊地重遊」系列相集，讓大家回憶當年反送中運動的一點一滴之餘，再透過重遊舊地，讓大家作思考與回憶，讓歷史不會被篡改，真理不會被扭曲。

#反送中五周年
#歷史記憶

=============

更多資訊 ➡️ rfa.org/cantonese",0
britonshk,"🇬🇧由烏魯木齊中路到倫敦
**白紙革命兩週年紀念**🏳🏳

//時間：2024年11月26日下午3點至6點
地點：49-51 Portland Pl, London W1B 1JL（倫敦中國大使館前）

2020至2022年，中國政府為應對新冠疫情，強行推行三年的「動態清零」政策。2022年11月24日，烏魯木齊一場火災中，整幢大廈的居民被強制隔離，樓道的門被反鎖，令住戶無法逃生，釀成10死9傷的人禍慘劇。呢件事激發咗民眾壓抑已久的怒火。兩日後，即11月26日，「白紙革命」由上海烏魯木齊中路爆發，成千上萬嘅民眾自發手持白紙，以無聲方式抗議動態清零、資訊封鎖同埋政治壓迫。隨住影響力擴大，越嚟越多人高喊「共產黨下台」、「習近平下台」，要求自由同民主。呢場運動以星火燎原之勢迅速蔓延至全中國至少21個省、24個主要城市同超過207間高校。同時，香港、澳門、台北、吉隆坡、倫敦、東京等世界各地嘅華人都紛紛加入，聲援白紙革命。隔咗一個月，中共政府最終宣佈取消動態清零政策。

即使抗議者喺內地遭到強力鎮壓，但白紙革命燃點起來嘅自由之火從未熄滅，向全世界展示咗中國人追求自由同民主嘅勇氣同智慧。11月26日，讓我哋一齊喺倫敦中國大使館前，紀念呢場勇敢嘅抗爭，為中國嘅未來繼續奮鬥。

活動內容：

 1. 開場儀式：白紙革命參與者及嘉賓演講
 2. 舉白紙默哀，悼念烏魯木齊火災逝去嘅民眾
 3. 點燃燭火，為中國未來嘅民主照亮道路
 4. 閉場儀式：喺大使館正門前焚燒國旗，象徵對壓迫嘅抗爭

創辦人：俞濱，王宇峻，程敏

團體：白紙小隊、中國民主黨、英國戰線公海、歐洲之聲

聯絡電郵：
A4RevolutionLondon@outlook.com
Instagram: @whitepaperteam

//

讓我哋一齊紀念呢場勇敢嘅鬥爭，為自由同人權嘅未來繼續努力。",0
Cheuklai721,https://www.youtube.com/live/yLKWveg2PMI?si=hkhZ5vfak8WgA5zQ,0
britonshk,"// 英國財相李韻晴（Rachel Reeves）將於周三（10月30日）發表2024秋季預算案，也是工黨政府上台後首份財政預算。

李韻晴早前批評前朝保守黨政府留下約220億鎊（約2,215億港元）「財政黑洞」，坦言預算案將很「痛苦」，要作出艱難決定。秋季預算案料將加稅及削減政府開支，總值400億鎊（約4,028億港元），由於工黨表明不會加重勞工壓力，不會增加國民保險（NI）、增值稅（VAT）或入息稅，故李韻晴的加稅選擇相對有限。//

【圖解DATA．英國秋季預算案前瞻｜加稅削開支填財政缺口   擬加資產增值稅遺產稅】

全文請到《追新聞》網站閱覽
https://thechasernews.co.uk/圖解data英國秋季預算案前瞻加稅削開支/

#英國 #秋季預算案 #遺產稅 #資產增值稅 #追新聞 #thechaser 
========================
🌟加入YouTube頻道會員支持《追新聞》運作🌟
https://www.youtube.com/channel/UC5l18oylJ8o7ihugk4F-3nw/join

《追新聞》無金主，只有您！為訂戶提供驚喜優惠，好讓大家支持本平台，再撐埋黃店。香港訂戶可分享給英國親友使用。

優惠詳情：https://thechasernews.co.uk/追新聞訂戶注意-新黃店優惠嚟啦/

報道無罪 知情有價 請即訂閱《追新聞》：
💰 Patreon｜https://www.patreon.com/thechasernews
💰 Stripe｜https://buy.stripe.com/7sI8zwgoA9HZ3Cg6oq
🔗 網站｜https://thechasernews.co.uk/
📺 YouTube｜https://www.youtube.com/channel/UC5l18oylJ8o7ihugk4F-3nw
📷 Instagram｜https://www.instagram.com/the_chaser_news
🌐 Facebook｜https://www.facebook.com/the.chaser.news
💬 Telegram Channel｜https://t.me/the_chaser_news
☕️ ko-fi｜https://ko-fi.com/thechasernews",0
britonshk,"【當年今日｜反修例回顧】2019年10月27日：「追究警暴」集會
https://bit.ly/3NFk0Gs",0
Cheuklai721,https://www.youtube.com/live/uQvJ38cR4TA?si=P_32zTNZ6LRfkt_S,0
britonshk,"// 籃球陪伴了無數香港人成長，見證不少黃毛小子變得成熟穩重。時移世易，跨越5,949英里，離散港人亦因籃球共聚於英國不同角落，積極地投身不同賽事。藉着籃球，決心創造屬於自己的香港人故事。

最近在「英格蘭香港人籃球聯賽」第二輪比賽中，憑藉與本地籃球隊比賽而得的經驗及球員長期刻苦訓練的成果，Watford HKERS以91:29戰勝Cheltenham Fellows。球隊表現如此出色，皆因球員一直專注認真比賽，捉緊每個時機，發揮訓練成果。

Watford HKERS籃球隊自2022年成立，由一群居住於Watford及St. Albans的籃球愛好者組成。成立初期，隊伍只有10位成員，但隨着時間推移和各位球員努力，隊伍不斷壯大，如今已有超過200位成員參與其中，經歷了顯著的成長：從初期的半場娛樂籃球到逐漸參與全場比賽，其後球隊踏足香港人籃球聯賽及本地Hertfordshire county聯賽。透過不斷訓練提升技術及積極參賽累積經驗，球隊由打「衞生波」轉向競技為主，實力逐步上升。//

【特約報道｜以波會友建立社群   在英港人決心在英國籃球界闖出一片天】

全文請到《追新聞》網站閱覽
https://thechasernews.co.uk/特約報道｜在英港人決心在英國籃球界闖出一片天/ 

#特約報道 #籃球 #英國 #英格蘭香港人籃球聯賽 #TheChaser #追新聞
===========================
🌟加入YouTube頻道會員支持《追新聞》運作🌟
https://www.youtube.com/channel/UC5l18oylJ8o7ihugk4F-3nw/join

《追新聞》無金主，只有您！為訂戶提供驚喜優惠，好讓大家支持本平台，再撐埋黃店。香港訂戶可分享給英國親友使用。

優惠詳情：https://thechasernews.co.uk/追新聞訂戶注意-新黃店優惠嚟啦/

報道無罪 知情有價 請即訂閱《追新聞》：
💰 Patreon｜https://www.patreon.com/thechasernews
💰 Stripe｜https://buy.stripe.com/7sI8zwgoA9HZ3Cg6oq
🌐 Facebook｜https://www.facebook.com/the.chaser.news",0
britonshk,,0
britonshk,,0
britonshk,,0
britonshk,,0
britonshk,,0
britonshk,,0
britonshk,"【在英加入工會Q&A】簡化版

[詳細內容](https://www.facebook.com/share/p/3GhKTsDYmBUDhzzE/)🗂

//1. 工會的保障作用
工會獨立於僱主和政府，致力捍衛員工權益。成為工會會員後，若遇紀律會面或需要申訴，工會會派代表協助。有些工會可集體談判改善工資和工作條件，如安全、假期和退休福利等，僱主更需在大規模變動前諮詢工會。2022年數據顯示，工會會員的平均薪金高出非會員3.5%，且工作更穩定。加入工會有助提高勞方議價能力。

2. 臨急抱佛腳行不通
多數工會規定會員需加入一段時間後，才能獲得全面保障，因此建議盡早入會。過往曾有工友因非會員身份，面對糾紛時未能得到工會協助。

3. 如何選擇工會？
可查看公司內是否有工會，或前往英國總工會TUC網站（ tuc.org.uk ），按行業找合適的工會。即使工作場所無工會，工會代表仍可幫你反映訴求。

4. 工會 vs 法律途徑
即使非會員也可向主管申訴或尋求ACAS協調，但有工會的話，工會可直接協助處理，不必經繁瑣法律程序。工會渠道更適合解決職場內部問題。

5. 工會會費
工會會費按收入等級、全職或兼職收取，約每月幾至十幾鎊。會費主要支持工會營運，並用於會員福利及法律支援，確保工會財務獨立。

6. 工會與工黨的關係
工黨由工會推動成立，工會曾在選舉中支援工黨，但兩者獨立運作。現時多數工會對工黨政綱持保留態度，並持續施壓爭取改善勞工保障。

7. 英國工會是否經常罷工？
近年生活成本上升，工資滯後，工會為爭取合理加薪才罷工。法律對罷工有嚴格規定，需多輪談判不成並經會員投票才能發動。//


Follow @HKLabourRights
.
#香港勞權監察 #HKLabourRights #勞權 #移英港人

***[

](http://petition.parliament.uk/petitions/640649)一個不忘討論抗爭嘅英國公海
📌 [加入TG公海](http://bit.ly/BHK1841)",0
Cheuklai721,https://www.youtube.com/live/FQfrU8x9ZWI?si=Em0iuZ1RQuAF18lp,0
GroupHelpBot,"歡迎18嚟到BHK舊公海，請到新討論區繼續交流

https://t.me/BHK1841",0
britonshk,"【當年今日｜反修例回顧】2019年10月26日：醫療專職集會
https://bit.ly/3YkuIqS",0
britonshk,"【倫敦經貿辦案｜ 兩被告出席第二次聆訊 維持保釋條件不變 明年二月開審】

- 香港駐倫敦經貿辦間諜案第二次聆訊
- 被告袁松彪，及另一被告衞志樑先後到庭，無回應記者提問
- 二人暫時毋須答辯，法官Cheema Grubb批准二人繼續保釋，條件不變 
-下次聆訊將於11月22日；案件將於明年2月10日於中央刑事法院開審

全文：https://points-media.com/dyzy
-------------
📌 支持《棱角 The Points》亂世求真，贊助我們運作：
points-media.com/supports
📌 報料、投稿：
info@points-media.com
📌 緊貼《棱角 The Points》24小時零死角：
Facebook: @thepoints.global
Instagram | Telegram | Twitter: @points_global
Youtube: youtube.com/@thepointsglobal?sub_confirmation=1
Whatsapp Channel: https://rb.gy/cwvrw",0
britonshk,"🇪🇺【歐洲議會壓倒性通過挺台決議】

針對台海緊張局勢，歐洲議會（European Parliament）周四（24日）在新一屆會期以壓倒性票數通過支持台灣的議案，譴責中國對台軍事挑釁，強調反對「任何單方面改變台海現狀的行為」；中國駐歐盟使團批評歐洲議會不顧中方堅決反對，一意孤行通過有關涉台決議是對事實的歪曲、對國際法的踐踏，以及對戰後國際秩序和公認國際關係準則的公然挑釁。

⭐ 歐洲議會的決議重申，仍然奉行作為歐中關係基礎的「一個中國政策」，但強調唯有台灣的民選政府才能在國際上代表台灣人民。⭐

#歐洲議會 #中國駐歐盟使團

=============

更多資訊 ➡️ rfa.org/cantonese",0
ddc828,等到2046 97前都未有消息…,0
britonshk,"47人案｜45人罪成　據悉法庭通知　有意暫定11月19日開庭判刑 
https://bit.ly/3YExQ2k",0
britonshk,"// 在香港發行《地厚天高》、《理大圍城》、《佔領立法會》等多齣社運紀錄片的電影發行商影意志周四（24日）表示，該公司已在去年「經董事局一致通過於香港正式解散」，並由前藝術總監崔允信以個人名義重開平台。影意志同時公佈，將舉辦「影意志獨立短片獎 2025」，冀為有志的獨立電影人提供平台發表作品。崔允信在個人社交平台透露，已搬到台灣兩個月，強調即使「身處不同的地方，仍可為同一目標進發」。//

【發行多齣香港社運紀錄片   影意志總監崔允信透露搬到台灣   以個人名義重開平台】

全文請到《追新聞》網站閱覽
https://thechasernews.co.uk/影意志總監崔允信搬到台灣重開平台/

#國安時代 #地厚天高 #佔領立法會 #理大圍城 #崔允信 #影意志 #獨立電影 #白色恐怖 #自我審查 #移民潮 #追新聞 #TheChaser
========================
🌟加入YouTube頻道會員支持《追新聞》運作🌟
https://www.youtube.com/channel/UC5l18oylJ8o7ihugk4F-3nw/join

《追新聞》無金主，只有您！為訂戶提供驚喜優惠，好讓大家支持本平台，再撐埋黃店。香港訂戶可分享給英國親友使用。

優惠詳情：https://thechasernews.co.uk/追新聞訂戶注意-新黃店優惠嚟啦/

報道無罪 知情有價 請即訂閱《追新聞》：
💰 Patreon｜https://www.patreon.com/thechasernews
💰 Stripe｜https://buy.stripe.com/7sI8zwgoA9HZ3Cg6oq
🔗 網站｜https://thechasernews.co.uk/
📺 YouTube｜https://www.youtube.com/channel/UC5l18oylJ8o7ihugk4F-3nw
📷 Instagram｜https://www.instagram.com/the_chaser_news
🌐 Facebook｜https://www.facebook.com/the.chaser.news
💬 Telegram Channel｜https://t.me/the_chaser_news
☕️ ko-fi｜https://ko-fi.com/thechasernews",0
Cheuklai721,https://www.youtube.com/live/DjtzTeirh2E?si=Cs4TjfkAzXkL9z7L,0
britonshk,"曾發行紀錄片《理大圍城》、《地厚天高》的電影發行商影意志影院，今日在社交媒體宣布，影意志已於 2023 年經董事局一致通過，在香港正式解散。

影意志同時指，影意志將由前藝術總監崔允信以個人名義重新開始，而崔允信日前在個人社交媒體透露，他已移居台灣兩個月，並開始在當地工作。

影意志是本地電影發行商，曾發行《理大圍城》《地厚天高》等與社會運動有關私紀錄片，因而被《文匯》《大公》等喉告點名，之後被藝術發展局終止年度資助，位於石硤尾賽馬會創意藝術中心的工作室不獲續約。",0
GroupHelpBot,"歡迎Scrx嚟到BHK舊公海，請到新討論區繼續交流

https://t.me/BHK1841",0
britonshk,"出售蘭花的陳生以2.3萬元投得4個連攤位，幾乎全部以底價成交。然而，他認為價位不盡理想，「舖租計埋收入回唔到本」，但由於維園年宵是本地花農清貨的黃金機會，因此仍會投位。他續指，去年年三十晚的生意非常差「連人工都畀唔到」，預計市道仍會受港人旅遊影響，「 唔係飛去外國就返大陸，留喺香港嘅就係去唔到嘅窮人」。

#維園 #年宵 #年宵攤位",0
Cheuklai721,https://www.youtube.com/live/gwqMOKMyp0w?si=fbXHKazVwrNhOjJd,0
britonshk,"【全球法治指數｜香港排名第23位 「政府權力制約」較2019年跌31位 「基本權利」跌29位】

「世界正義工程」今（23日）公布2024年全球法治指數，香港排名跟去年同樣是第23位，評分由去年0.73下跌至0.72。在「政府權力制約」及「基本權利」分項，分別下跌3及4位至第62位，而「政務開放」則維持第26位。

世界正義工程（World Justice Project）公布2024年全球法治指數（Rule of Law Index），香港在142個國家及地區中，排第23位，與去年相同。翻查資料，香港在2019年排第16名，2020至2023年跌勢持續，至去年跌至第23位，今年排名不變。

該指數由八大因素平均值取得，包括對政府權力制約、廉潔、政務開放、基本權利、治安、監管執法、民事司法和刑事司法。

香港在「政府權力制約」一項中排第62名，比去年跌3名。香港在2019年排名為31，五年間跌幅達一倍。該指數衡量統治者受法律約束的程度，包括透過憲法和制度，限制政府及官員的權力，並使其在法律下承擔責任的方式，也包括來自非政府機構如獨立媒體的制衡。香港在「政府權力受立法機關有效制衡」分項中，由2019年第33名大跌至今年第79名，而在「政府權力受非政府機構制衡」分項中，則由同期第70名跌至104名。

在「基本權利」一項中，香港排名由去年58名跌至62位，五年前排第33位。「基本權利」的量度標準包括言論及表達自由、宗教自由、私隱權、集會及結社自由、勞工權利、公平待遇等，其中言論自由及集會自由均有顯著跌幅，2019年分別排第70及69位，今年分別跌至第104及115位。

在「廉潔」和「治安」方面，分別由去年第9名及第6名，跌至今年第10名及第9名。「監管執法」則微升一位至16位；「民事司法」和「刑事司法」則分別為第19及20位。「政務開放」則維持第26位。

今年的全球法治指數，排名最高的五個國家依次為丹麥、挪威、芬蘭、瑞典及德國，跟去年相同。經常被視作香港競爭對手的新加坡，則比香港高7位，排第16位，評分為0.78。中國排第95位，得0.47分。排名最低的是委內瑞拉，只有0.26分。

該指數自2015年開始發布，覆蓋142個國家和地區，機構透過超過14萬份家庭問卷，以及3,400份法律從業人員和專家問卷調查，來衡量各國的法治狀況。

#全球法治指數 #基本權利 #法治",0
rexwongwh,新加坡賤人,0
britonshk,"【華為疑使用台積電高階晶片】
【學者：走私客會鑽破美國制裁的漏洞】

加拿大研究公司TechInsights拆解華為最新AI加速器產品，發現有疑似台積電製造的高階晶片。有報道指，美國商務部正調查台積電是否違反美國的出口管制。有學者分析指，中間人代為下單、轉賣高階晶片的利潤高達4成，一定會想盡辦法鑽破美國制裁的漏洞。

新加坡目前是晶片三大入口地區，但該國並無大型電子工業，懷疑是中國借此「洗產地」。台灣國防安全研究院副研究員侍建宇表示，香港走私晶片的地位仍無可取代，新加坡是在一種默許的商業模式下，變成「轉口港」：「可能是台灣廠商的銷售人員，告訴中間人可不可以送去新加坡，這樣可能不會被懷疑，減少他們的麻煩，申請出口的時候也比較容易。」

#華為 #台積電 #走私
=============

更多資訊 ➡️ rfa.org/cantonese",0
britonshk,"🇬🇧《寧化飛灰》十一月英國上映🔥

《寧化飛灰》是一部獲獎紀錄片，探討了記者在極權政權下報導時所面臨的情感和道德掙扎。透過2019年香港抗議活動的鏡頭，該片捕捉了捍衛新聞自由的高昂代價。我們很高興能將這部影片帶到英國，並在曼城、利物浦、諾丁漢、伯明翰和倫敦進行放映。放映活動隨後會有與導演進行現場問答互動環節。

11月9號 曼城 
11月10號 利物浦 
11月16號 諾定咸
11月17號 伯明翰
11月23號 倫敦

由即日起至10月26日都有早鳥優惠🫂
請大家都幫手宣傳多多支持🙌🏻

https://www.eventbrite.com/cc/rather-be-ashes-than-dust-uk-screening-2024-3739789

***[

](http://petition.parliament.uk/petitions/640649)一個不忘討論抗爭嘅英國公海
📌 [加入TG公海](http://bit.ly/BHK1841)",0
britonshk,"【英外相訪華前突重啟中使館新址公眾諮詢】

中國外長王毅上周五（18日）與訪華的英國外相林德偉（David Lammy）會面，雙方除同意繼續對話外，兩國關係似乎暫未有突破性進展。但英媒上周披露林德偉訪華前數天，英國副首相兼房屋大臣決定「出手」，直接由英國中央政府就擾攘多年的中國駐英大使館重置方案進行公眾諮詢。有曾參與反對重置的在英香港倡議者坦言，暫時難以解讀當局介入的時機及所釋出的訊號，但形容重置成事與否，在英國新政府的對華立場問題上具指標作用。

#中國大使館 #中英關係 #工黨

=============

更多資訊 ➡️ rfa.org/cantonese",0
britonshk,"西灣河搶槍等罪成囚6年　男學生提上訴被即日駁回　官6個月內頒判詞
https://bit.ly/4fcbJWm",0
Cheuklai721,https://www.youtube.com/live/h_Acpu9NHD4?si=6EvgK3sv7xs_ZP3p,0
britonshk,"【解構雙重國籍】中國與香港不承認雙重國籍對你的影響 - 鄺頌晴

雙重國籍問題對於海外香港人，特別是居住在英國、加拿大、澳洲等地的華人，已日益成為一個重要議題。根據中國的法律，擁有外國國籍的中國公民應自動喪失中國國籍，但在香港的實際操作卻並不一致。這源於1997年主權移交前，中國通過了《全國人民代表大會常務委員會關於〈中華人民共和國國籍法〉在香港特別行政區實施的幾個問題的解釋》。該解釋導致，即便香港人已取得外國國籍，在中國和香港的法律框架下，仍然會被視作中國公民。

這種情況對許多海外香港人來說，尤其是已取得外國國籍或持有BN(O)簽證的人，構成極大的潛在風險。儘管他們在法律上是外國公民，但中國政府仍可能根據其血統或出生地，將他們視為中國公民，並拒絕承認其外國身份。在此情況下，這些人無法得到所屬國家的領事保護，可能陷入「法律黑洞」。

如果你屬於以下人士，你很有可能跌入一個「法律黑洞」：
移民追求生活穩定，未必搞政治但可能會在網上發表政治言論；
可能從事外資公司，需往返兩地工幹；
可能不時回港探親，或處理物業資產。

即使移民海外以追求穩定生活，未參與當地或國際政治，但過去在網上發表的政治言論仍可能成為中國或香港政府的監控對象。根據《國安法》，即使身處外國，曾發表過批評中國政府的言論者在回港時，仍可能面臨拘捕風險。這進一步擴大了外國國籍持有人被視為中國公民的風險。

如果你從事外資公司工作，經常往返中港兩地，這種風險會變得更加複雜。中國政府可能基於「中國血統」的理由將你視為中國公民，並限制你的出入境自由。尤其當涉及中國利益的商業糾紛或敏感問題時，外國國籍可能無法提供預期的保護。

許多居住在英國的香港人仍擁有香港物業或有家人居住在香港，並會不時返港探親或處理事務。但這樣的行為可能帶來風險。如果你的外國國籍未被中國或香港承認，返港時可能面臨拘捕或限制出境，特別是當你被懷疑從事違反中國法律的行為時。中國已經多次透過《國安法》及其他法律，對企業高管或外籍員工進行嚴密監控或限制，尤其是當你牽涉到涉及中國利益的商業糾紛或政治敏感問題時，你的國籍身份可能無法提供預期中的保護......

#香港 #HongKong #棱角 #ThePointsGlobal #鄺頌晴 #移民 #雙重國籍",0
britonshk,"// 首度訪問中國的英國外相林德偉( David Lammy) 上周五（18日）在北京和中國外長王毅會晤期間，雙方討論人權等問題，提及新疆及香港情況。林德偉指出，雖然中英雙方在新疆問題意見不同，但指這是雙方必須持續溝通觸的領域。他指香港是中英兩國的共同利益，形容黎智英是英國國民，再度促請中方釋放黎智英。

中國外交部指出，英方在台灣問題上恪守建交時的承諾，並將長期堅持。但同時表示，台灣、香港事務是中國內政，不干涉內政是國際關係基本準則。//

【中英角力｜林德偉晤王毅促放黎智英   中方指香港事務是中國內政】

全文請到《追新聞》網站閱覽
https://thechasernews.co.uk/中英角力｜林德偉晤王毅促放黎智英/

#新疆 #施紀賢 #林德偉 #港區國安法 #王毅 #黎智英 #追新聞 #thechaser 
========================
🌟加入YouTube頻道會員支持《追新聞》運作🌟
https://www.youtube.com/channel/UC5l18oylJ8o7ihugk4F-3nw/join

《追新聞》無金主，只有您！為訂戶提供驚喜優惠，好讓大家支持本平台，再撐埋黃店。香港訂戶可分享給英國親友使用。

優惠詳情：https://thechasernews.co.uk/追新聞訂戶注意-新黃店優惠嚟啦/

報道無罪 知情有價 請即訂閱《追新聞》：
💰 Patreon｜https://www.patreon.com/thechasernews
💰 Stripe｜https://buy.stripe.com/7sI8zwgoA9HZ3Cg6oq
📷 Instagram｜https://www.instagram.com/the_chaser_news
🌐 Facebook｜https://www.facebook.com/the.chaser.news
☕️ ko-fi｜https://ko-fi.com/thechasernews",0
Windanz,根本無乜，佢有就公佈下數字,0
shawnyip,如果有心引阿拉伯人旅遊，當年咩人向清真寺射藍色水炮先，叫佢哋老細一死以謝天下啦,0
britonshk,"【當年今日｜反修例回顧】2019年10月21日：林鄭到訪清真寺致歉
https://bit.ly/4heGjjN",0
Cheuklai721,https://www.youtube.com/live/wdnx1nVXehQ?si=iCDXMquTUt71Wklv,0
britonshk,"在英港人使用情緒健康服務調查 
Survey on accessing mental health services in the UK

英國港僑協會正與Thrive LDN合作進行一項重要調查，旨在了解移英港人在英國使用情緒健康服務的體驗，尤其是在使用本地或港人服務時所遇到的困難和種種限制。您的經歷將有助我們與英國政策制定者探討本地情緒健康服務對港人支援不足的改善方針！

問卷調查網址: https://www.surveymonkey.com/r/HKB_ThriveLDNsurvey2024

所有資料均會保密及匿名處理

截止日期：2024年10月20日（星期日）

如有查詢，歡迎電郵至: Hongkongersinbritain@protonmail.com

Hongkongers in Britain is currently conducting a survey in collaboration with Thrive LDN to gain insights into Hongkongers' experience of accessing mental health services in the UK. We would like to gather your feedback on struggles and challenges you encountered when accessing local or Hongkonger services. Your valuable input will then be used to formulate recommendations for policymakers to improve Hongkongers' accessibility to mental health services.

Survey link: https://www.surveymonkey.com/r/HKB_ThriveLDNsurvey2024

All data will be treated as confidential within HKB and all records are anonymised.

***[

](http://petition.parliament.uk/petitions/640649)一個不忘討論抗爭嘅英國公海
📌 [加入TG公海](http://bit.ly/BHK1841)",0
britonshk,"🏴󠁧󠁢󠁳󠁣󠁴󠁿蘇格蘭及🏴󠁧󠁢󠁥󠁮󠁧󠁿英格蘭北部朋友注意‼️

Glasgow Live報導：風暴Ashley來襲，警方籲避免不必要的行程

週日風暴Ashley將對整個蘇格蘭的交通造成混亂，蘇格蘭西部將受到嚴重影響，預計風速高達80mph

報導原文
https://www.glasgowlive.co.uk/news/glasgow-news/storm-ashley-warning-glasgow-police-30177914?fbclid=IwZXh0bgNhZW0CMTEAAR15F26bWgRyfrgnu4Suv1baDuJva0hR6U-Lc_PRxhK88-bdMsFs9ewIUvY_aem_oA10ySL7F5o968x8jfH34Q#m2eziuqztuotlxuc0b",0
GroupHelpBot,"歡迎Mbnzjiy嚟到BHK舊公海，請到新討論區繼續交流

https://t.me/BHK1841",0
Cheuklai721,https://www.youtube.com/live/Aurd9rdvluU?si=JMyGoLeBXlkmI7zF,0
britonshk,"【當年今日｜反修例回顧】2019年10月20日：水炮車染藍清真寺
https://bit.ly/3zUVttX",0
britonshk,,0
britonshk,,0
britonshk,,0
britonshk,"五年前
**2019.10.20 九龍區大遊行**

#九龍 #遊行
#反送中5週年 #反送中 #毋忘2019 #毋忘抗爭 #當年今日",0
britonshk,"The infamous ‘coffin homes’ that Hong Kong’s new housing reforms won’t touch

https://hongkongfp.com/2024/10/20/the-infamous-coffin-homes-that-hong-kongs-new-housing-reforms-wont-touch/",0
,"隻身在英國的港人請進

https://signal.group/#CjQKIC4cG7yo3d7ta_VsOQrr_boTlDu1WF0rgYeESvJKEa5kEhAYCietikzooIqjbVY5HYvP",0
SangMata_BOT,User `5047927255` changed name from 🪫 to 🪃,0
GroupHelpBot,"歡迎🪃嚟到BHK舊公海，請到新討論區繼續交流

https://t.me/BHK1841",0
,咁樣講即係冇改變BNO要跟國際生支付大學學費,0
